individualid,originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curratedbycitation,curratedbydoi,submittedby,contributoremail,notes,published,embargorelease
,LIP001,relative activity,mean percent relative activity,,,49.57,percent,,,,,,,,,,terrestrial aquatic,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Ilica Hot Springs Turkey,field (aquatic),,,0,decimal,38,26,Geobacillus stearothermophilus,,part,Lipase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ekinci et al. 2015. Partial purification and characterization of lipase from Geobacillus stearothermophilus AH22. Journal of Enzyme Inhibition and Medicinal Chemistry. 31:2,10.3109/14756366.2015.1024677,,,Natalia Glazman,glazmann@yahoo.co.uk,"Bacillus stearothermophilus AH22 strain used, isolated from the field in Turkish hot springs. No expression host used",,23/03/2015
,LIP001,relative activity,mean percent relative activity,,,22.21,percent,,,,,,,,,,terrestrial aquatic,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Ilica Hot Springs Turkey,field (aquatic),,,0,decimal,38,26,Geobacillus stearothermophilus,,part,Lipase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,80,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ekinci et al. 2015. Partial purification and characterization of lipase from Geobacillus stearothermophilus AH22. Journal of Enzyme Inhibition and Medicinal Chemistry. 31:2,10.3109/14756366.2015.1024677,,,Natalia Glazman,glazmann@yahoo.co.uk,"Bacillus stearothermophilus AH22 strain used, isolated from the field in Turkish hot springs. No expression host used",,23/03/2015
,AMA001,relative activity,mean percent relative activity,,,0,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,35,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:1",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,41.11,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:2",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,45.37,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:3",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,75.93,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:4",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,87.22,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:5",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,88.89,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:6",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,94.44,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:7",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,99.81,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:8",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,90.74,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:9",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,63.33,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,80,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:10",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,37.04,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,85,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:1",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,AMA001,relative activity,mean percent relative activity,,,25.19,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Diyarbakir Turkey,colony,,,0,decimal,38,40,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,90,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fincan et al. 2013. Production, purification, and characterization of thermostable alpha-amylase from thermophilic Geobacillus stearothermophilus. Starch - Starke. 66:2",10.1002/star.201200279,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus DSM 5934 strain used.,,16/09/2013
,GAL001,relative activity,mean percent relative activity,,,59.77,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Wuxi China,colony,,,0,decimal,31,120,Geobacillus stearothermophilus,,part,Beta galactosidase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen et al. 2009. Immobilization of recombinant thermostable beta-galactosidase from Bacillus stearothermophilus for lactose hydrolysis in milk. Journal of Dairy Science. 92:2,10.3168/jds.2008-1618,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus ATCC8005 strain used,,08/01/2010
,GAL001,relative activity,mean percent relative activity,,,68.57,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Wuxi China,colony,,,0,decimal,31,120,Geobacillus stearothermophilus,,part,Beta galactosidase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen et al. 2009. Immobilization of recombinant thermostable beta-galactosidase from Bacillus stearothermophilus for lactose hydrolysis in milk. Journal of Dairy Science. 92:3,10.3168/jds.2008-1618,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus ATCC8005 strain used,,08/01/2010
,GAL001,relative activity,mean percent relative activity,,,99.83,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Wuxi China,colony,,,0,decimal,31,120,Geobacillus stearothermophilus,,part,Beta galactosidase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen et al. 2009. Immobilization of recombinant thermostable beta-galactosidase from Bacillus stearothermophilus for lactose hydrolysis in milk. Journal of Dairy Science. 92:4,10.3168/jds.2008-1619,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus ATCC8005 strain used,,08/01/2010
,GAL001,relative activity,mean percent relative activity,,,84.19,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Wuxi China,colony,,,0,decimal,31,120,Geobacillus stearothermophilus,,part,Beta galactosidase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen et al. 2009. Immobilization of recombinant thermostable beta-galactosidase from Bacillus stearothermophilus for lactose hydrolysis in milk. Journal of Dairy Science. 92:5,10.3168/jds.2008-1620,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus ATCC8005 strain used,,08/01/2010
,GAL001,relative activity,mean percent relative activity,,,40.1,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Wuxi China,colony,,,0,decimal,31,120,Geobacillus stearothermophilus,,part,Beta galactosidase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,80,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen et al. 2009. Immobilization of recombinant thermostable beta-galactosidase from Bacillus stearothermophilus for lactose hydrolysis in milk. Journal of Dairy Science. 92:6,10.3168/jds.2008-1621,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus ATCC8005 strain used,,08/01/2010
,LAR001,relative activity,mean percent relative activity,,,77.68,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Seoul Korea,colony,,,0,decimal,38,127,Geobacillus stearothermophilus,,part,L-arabinose isomerase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim et al. 2006. Characterization of a mutated Geobacillus stearothermophilus l-arabinose isomerase that increases the production rate of d-tagatose. Journal of Applied Microbiology. 101:1,10.1111/j.1365-2672.2006.02975.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus KCCM 12265 strain used,,01/07/2006
,LAR001,relative activity,mean percent relative activity,,,100.84,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Seoul Korea,colony,,,0,decimal,38,127,Geobacillus stearothermophilus,,part,L-arabinose isomerase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim et al. 2006. Characterization of a mutated Geobacillus stearothermophilus l-arabinose isomerase that increases the production rate of d-tagatose. Journal of Applied Microbiology. 101:1,10.1111/j.1365-2672.2006.02975.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus KCCM 12265 strain used,,01/07/2006
,LAR001,relative activity,mean percent relative activity,,,98.07,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Seoul Korea,colony,,,0,decimal,38,127,Geobacillus stearothermophilus,,part,L-arabinose isomerase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim et al. 2006. Characterization of a mutated Geobacillus stearothermophilus l-arabinose isomerase that increases the production rate of d-tagatose. Journal of Applied Microbiology. 101:1,10.1111/j.1365-2672.2006.02975.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus KCCM 12265 strain used,,01/07/2006
,LAR001,relative activity,mean percent relative activity,,,75.92,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Seoul Korea,colony,,,0,decimal,38,127,Geobacillus stearothermophilus,,part,L-arabinose isomerase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim et al. 2006. Characterization of a mutated Geobacillus stearothermophilus l-arabinose isomerase that increases the production rate of d-tagatose. Journal of Applied Microbiology. 101:1,10.1111/j.1365-2672.2006.02975.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus KCCM 12265 strain used,,01/07/2006
,LAR001,relative activity,mean percent relative activity,,,50.76,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Seoul Korea,colony,,,0,decimal,38,127,Geobacillus stearothermophilus,,part,L-arabinose isomerase,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim et al. 2006. Characterization of a mutated Geobacillus stearothermophilus l-arabinose isomerase that increases the production rate of d-tagatose. Journal of Applied Microbiology. 101:1,10.1111/j.1365-2672.2006.02975.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Bacillus stearothermophilus KCCM 12265 strain used,,01/07/2006
,AMA002,relative activity,mean percent relative activity,,,45.63,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,20,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,46.63,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,66.32,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,79.69,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,100,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,67.55,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
,AMA002,relative activity,mean percent relative activity,,,43.65,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Vilnus Lithuania,colony,,,0,decimal,55,25,Geobacillus stearothermophilus,,part,Alpha-amylase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,,,80,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straksys et al. 2016. Catalytic properties of maltogenic alpha-amylase from Bacillus stearothermophilus immobilized onto poly(urethane urea) microparticles. Food Chemistry. 211,10.1016/j.foodchem.2016.05.071,,,Natalia Glazman,glazmann@yahoo.co.uk,Strain unspecified,,15/11/2016
